Organización Inventario	Artículo	Descripción	Fecha de Creacion	Fecha de ultima actualizacion	Creado Por	Importado	Provisión Inventarios	NUMERADOS	En Custodia	Artículo Plan Vallejo	Cliente Producto	Flexfield12	flexfield13	Pricat Desc Larga	Pricat Desc Corta	Responsabilidad	Actualizado por	Atributo6	Crear En Wip	Suministro Tipo	Subinventario	WIP_SUPPLY_LOCATOR_ID	Localizador	Tipo Tolerancia	Valor Tolerancia	Arrastre Inventario	Retraso Operación
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023030	FORMICA BERENJENA XTREME MATE REF: 2243 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023031	FORMICA BERRY PELLE REF: 2247 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023032	FORMICA BERRY TESSUTO REF: 2247 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023033	FORMICA BERRY XTREME MATE REF: 2247 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023034	FORMICA BERRY XTREME MATE REF: 2247 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023035	FORMICA BURGUNDY (BORGUNDY) PELLE REF: 2158 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023036	FORMICA BURGUNDY (BORGUNDY) TESSUTO REF: 2158 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023037	FORMICA BURGUNDY (BORGUNDY) ULTRA PORO REF:2158 1530MM X 3660MM F8	5-ene-21	24-sep-24	YCONSTAIN805_CO		SI				CREACIONES KARLO C. A.					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3660	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023038	FORMICA BURGUNDY (BORGUNDY) XTREME MATE REF: 2158 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023039	FORMICA BURGUNDY (BORGUNDY) XTREME MATE REF: 2158 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023040	FORMICA CARMIN PELLE REF: 2272 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023041	FORMICA CARMIN TESSUTO REF: 2272 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023042	FORMICA CARMIN XTREME MATE REF: 2272 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023043	FORMICA CARMIN XTREME MATE REF: 2272 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023044	FORMICA MAGNOLIA PELLE REF: 2299 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023045	FORMICA MAGNOLIA TESSUTO REF: 2299 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023046	FORMICA MAGNOLIA XTREME MATE REF: 2299 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023047	FORMICA MAGNOLIA XTREME MATE REF: 2299 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023048	FORMICA BALLERINA DEEP LINE REF: 2318 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023049	FORMICA BALLERINA DEEP LINE REF: 2318 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023050	FORMICA BALLERINA GLOSS (BRILLANTE) REF: 2318 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023051	FORMICA BALLERINA GLOSS (BRILLANTE) REF: 2318 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023052	FORMICA BALLERINA LEGNO REF: 2318 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023053	FORMICA BALLERINA LEGNO REF: 2318 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023054	FORMICA BALLERINA MATE REF: 2318 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023055	FORMICA BALLERINA MATE REF: 2318 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023056	FORMICA BALLERINA PAINTED WOOD REF: 2318 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023057	FORMICA BALLERINA PELLE REF: 2318 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023058	FORMICA BALLERINA PORO REF:2318 1220MM X 2440MM F8	5-ene-21	24-sep-24	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023059	FORMICA BALLERINA PORO REF:2318 1220MM X 3060MM F8	5-ene-21	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023060	FORMICA BALLERINA SPLIT REF: 2318 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023061	FORMICA BALLERINA TESSUTO REF: 2318 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023062	FORMICA BALLERINA ULTRA PORO REF:2318 1220MM X 3060MM F8	5-ene-21	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023063	FORMICA BALLERINA XTREME MATE REF: 2318 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023064	FORMICA BALLERINA XTREME MATE REF: 2318 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023065	FORMICA PACIFIC BLUE (AZUL PACIFICO) PELLE REF: 2170 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023066	FORMICA PACIFIC BLUE (AZUL PACIFICO) TESSUTO REF: 2170 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023067	FORMICA PACIFIC BLUE (AZUL PACIFICO) XTREME MATE REF: 2170 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023068	FORMICA PACIFIC BLUE (AZUL PACIFICO) XTREME MATE REF: 2170 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023069	FORMICA PRISM BLUE (LAPIZLASULI) PELLE REF: 0888 1220MM X 2440MM F8	5-ene-21	28-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023070	FORMICA PRISM BLUE (LAPIZLASULI) TESSUTO REF: 0888 1220MM X 2440MM F8	5-ene-21	28-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023071	FORMICA PRISM BLUE (LAPIZLASULI) ULTRA PORO REF:0888 1530MM X 3660MM F8	5-ene-21	24-sep-24	YCONSTAIN805_CO		SI				CREACIONES KARLO C. A.					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3660	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023072	FORMICA PRISM BLUE (LAPIZLASULI) XTREME MATE REF: 0888 1220MM X 2440MM F8	5-ene-21	28-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023073	FORMICA PRISM BLUE (LAPIZLASULI) XTREME MATE REF: 0888 1220MM X 3060MM F8	5-ene-21	28-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023074	FORMICA CERULEAN PELLE REF: 2221 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023075	FORMICA CERULEAN TESSUTO REF: 2221 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023076	FORMICA CERULEAN ULTRA PORO REF:2221 1530MM X 3660MM F8	5-ene-21	24-sep-24	YCONSTAIN805_CO		SI				CREACIONES KARLO C. A.					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3660	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023077	FORMICA CERULEAN XTREME MATE REF: 2221 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023078	FORMICA CERULEAN XTREME MATE REF: 2221 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023079	FORMICA MEDITERRANEAN (MEDITERRANEO) PELLE REF: 2180 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023080	FORMICA MEDITERRANEAN (MEDITERRANEO) TESSUTO REF: 2180 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023081	FORMICA MEDITERRANEAN (MEDITERRANEO) XTREME MATE REF: 2180 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023082	FORMICA MEDITERRANEAN (MEDITERRANEO) XTREME MATE REF: 2180 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023083	FORMICA SKY DEEP LINE REF: 2320 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023084	FORMICA SKY DEEP LINE REF: 2320 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023085	FORMICA SKY GLOSS (BRILLANTE) REF: 2320 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023086	FORMICA SKY GLOSS (BRILLANTE) REF: 2320 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023087	FORMICA SKY LEGNO REF: 2320 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023088	FORMICA SKY LEGNO REF: 2320 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023089	FORMICA SKY MATE REF: 2320 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023090	FORMICA SKY MATE REF: 2320 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023091	FORMICA SKY PAINTED WOOD REF: 2320 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023092	FORMICA SKY PELLE REF: 2320 1220MM X 2440MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023093	FORMICA SKY PORO REF:2320 1220MM X 2440MM F8	5-ene-21	24-sep-24	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023094	FORMICA SKY PORO REF:2320 1220MM X 3060MM F8	5-ene-21	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	22023095	FORMICA SKY SPLIT REF: 2320 1220MM X 3060MM F8	5-ene-21	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
